,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,y,set
0,3.2896782881616273,-3.100176222545083,-4.509463997221529,3.2962861571284705,-4.538692766585675,0.021747807257455905,-0.6776966270801532,-3.0332496342770177,1.0725778634104484,0.9863878628893481,0.24762645279674675,-1.0367509819079317,-2.59478211640296,1.2482052400905563,1.4010335469455353,-0.13659985153069892,-0.37110115250096853,-0.15969970095585806,-2.6159563129416763,-0.09504375017179144,bacteria,train
1,-6.20409627649709,-3.8572300875228773,-6.94441437318371,1.0408196218784012,7.0937444073155795,3.2490885304099564,-3.0353572645053766,-4.029695351178624,-1.3294395072645515,-4.57629467723152,-2.0260728844188716,1.3706710361972971,-2.060076569750323,2.0189840872007045,1.609215585917938,0.8361939198004065,2.161827406318711,2.4880334656672356,-0.9269306031032366,0.6105471451390672,normal,train
2,-0.2247405443114016,-8.566823395762528,-9.68222381362545,3.283917027574295,-3.848635869186839,1.6452794463728848,-4.659813158166146,3.835131358191319,-0.13660391329447438,-4.023932636898003,-1.298172677323697,-0.7842394478714372,-2.902876718471417,1.1213116229910602,0.2538486051288617,1.0696354870363098,0.7750384779501782,-0.45162698615592645,-1.0636969937167313,-1.093714493047549,normal,train
3,-6.70251316207064,-1.9920682107862653,5.485071713704142,-4.565238451646693,-1.0808307101792018,-4.688242320808795,1.7100470180931753,0.32571264044361387,-3.887807765484042,2.238610911573631,-1.6824087437780066,0.9247490141343099,-2.1561296289688685,2.008517790824209,-1.512659013053631,-4.433943300618534,-1.5521688252818957,0.8046650362638581,-0.8976275375606498,-1.1334334969239066,bacteria,train
4,-14.657227866271,6.56470778974549,13.13406019522532,1.8015979529564299,-4.6452761317904185,1.9372588207366979,-2.717264256093039,6.426661889782989,-4.442139804065209,3.4297776652183116,2.7124807815017813,4.161745795435134,-0.7922364422375427,1.4320738643634126,0.09780961915652797,-4.172416801409452,-0.20731013204183046,4.916540889961163,-1.7823448812497054,7.126519245370241,bacteria,train
5,2.0287929124923956,-3.878454522518621,4.006797944797303,0.3155356360323549,-8.549741119535021,5.438501225549297,-5.380380658224928,-3.802707850608254,0.1947911156823744,0.8597227084743055,-1.7490803862896218,-0.4908018534139599,-0.6805683646435041,2.3706779820476145,-3.0525248297634695,-0.682771799079211,-3.1207956286602445,1.0542908150333936,-2.2001297261433845,-1.0794060097835303,bacteria,train
6,2.2532284216877203,-9.190903907307005,0.9757460133776257,-7.590786926579237,1.6728294131121275,-3.168078131957841,-5.3751757323226625,-0.7925575418563007,0.8064048910984633,2.6560950104479484,-0.6275759051332872,-0.038445691698195256,-2.479333491747646,0.6721274805390492,-4.369663680726139,-2.3842653135446956,-3.500535937919761,0.7645810485103355,-0.8413715803503969,-0.7977884552786251,virus,train
7,4.5066140646044115,-6.093114826457202,-4.609516336005033,-2.749357332274388,-3.2258937852130556,-3.835380828249038,-0.8223173489658634,0.5569229157951819,6.004533979857091,-5.428510964310952,-3.751703300254408,0.6390744595140267,-0.01902649081293819,-2.4178088911417968,2.330770046140491,-1.1521226139627978,-0.2452016041392354,-0.3205888345524528,0.3805305909890367,-0.17663988358625818,normal,train
8,-6.396464298024079,-4.046922107367714,-6.471956231421951,2.8659158437060945,-5.230724255626689,4.309585507935575,3.7597102133348588,-1.3453012199305185,4.9377553188258165,-2.8274351115733034,-2.098022669765432,2.8013927966637233,-0.5741516563803047,-1.8651134688247717,0.6783596643920529,-1.6550993580028006,0.2084467968451931,-0.161176299412663,-2.5022097281781277,1.335402810362869,normal,train
9,4.5066140646044115,-6.093114826457202,-4.609516336005033,-2.749357332274388,-3.2258937852130556,-3.835380828249039,-0.8223173489658655,0.5569229157952156,6.004533979857103,-5.428510964310909,-3.7517033002543867,0.6390744595139921,-0.019026490812921057,-2.4178088911418074,2.330770046140499,-1.152122613962805,-0.2452016041392345,-0.32058883455243803,0.380530590989008,-0.17663988358627056,normal,train
